name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,age,education_level,marital_status
Charlotte Gomez,South Travisland,108697,841,34706,9,85.0,True,64,Bachelor,Married
Thomas Smith,Jeremyfurt,135582,683,20613,23,80.0,True,29,High School,Single
Clarence Cain,South Dianamouth,45866,465,10166,22,35.0,False,22,High School,Widowed
Abigail Stephenson,North Jake,134363,341,9760,25,60.0,True,55,Bachelor,Divorced
Gary Johnson,South Susan,104177,572,8785,26,60.0,True,38,High School,Single
Jon Maldonado Jr.,Shawfurt,132581,434,8191,6,55.0,False,39,Bachelor,Single
Beth Cooper,Port Gabrielleton,35383,650,29158,38,40.0,False,23,Associate,Married
Jessica Roberts,Millerchester,75508,553,41475,9,35.0,False,55,High School,Married
Chelsea Campbell,Port Josephbury,99827,739,14003,30,75.0,True,58,Bachelor,Married
Rhonda Haynes,East Victoria,86148,452,16032,7,45.0,False,54,Associate,Married
Andrew Mooney,South Andres,116706,504,6959,3,50.0,False,58,High School,Single
Joseph Graves,East Matthew,78571,790,5020,32,90.0,True,28,Master,Married
Anthony Rodriguez,Juanstad,39038,728,17185,20,50.0,False,29,High School,Married
Catherine Smith,Jasonfort,96317,586,40749,6,50.0,False,24,Master,Single
David Henry,Kevinville,114874,313,45758,35,50.0,False,24,Bachelor,Married
Bianca Ward,Juliashire,74725,841,40630,23,75.0,True,31,High School,Widowed
Donald Silva,North Davidville,31658,342,39440,12,25.0,False,24,Bachelor,Divorced
Jeremy Garcia,Kevinfort,141355,506,35967,9,45.0,False,69,Bachelor,Single
Corey Pierce,Patriciaside,85057,655,24986,28,60.0,True,37,Bachelor,Married
Autumn Graham,Barneshaven,137784,322,11940,38,60.0,True,39,Master,Married
Walter Roberts,Port Teresaborough,94251,707,33442,34,70.0,True,29,Bachelor,Divorced
Valerie Martin,Hartfurt,43833,710,40794,17,50.0,False,33,High School,Married
Aaron Armstrong,Port Williamhaven,86822,837,17962,19,90.0,True,24,Doctorate,Single
Elizabeth Adams,East Jeffreyside,77472,543,20126,2,35.0,False,51,Master,Married
Teresa Ramirez,West Morgan,113307,352,43101,15,50.0,False,41,Associate,Married
Christine Wilson DDS,Markside,146860,570,48322,8,45.0,False,22,Associate,Single
Logan Nguyen,Lake Lisastad,138620,524,48872,17,50.0,False,41,Bachelor,Single
Wesley Medina,Lake Juliefurt,90258,563,42040,40,40.0,False,45,Bachelor,Married
Christine Ramos,Josephshire,122708,704,11200,28,85.0,True,34,Bachelor,Married
Nicholas Richardson,Davisburgh,50052,770,13125,11,75.0,True,37,High School,Divorced
John Blair,Andrewburgh,87080,481,26834,38,45.0,False,23,High School,Married
Charles Simmons,Stoutfurt,53086,402,48468,33,35.0,False,66,Master,Widowed
Paul Smith,South Patrickville,126180,313,43236,2,40.0,False,22,Bachelor,Married
Randy Adams,Port Tammyville,98386,646,47363,5,50.0,False,69,Bachelor,Single
John Hart,Ochoaport,115256,639,32385,9,60.0,True,55,Doctorate,Married
Joshua Adams,North Malloryville,65400,603,7721,32,60.0,True,25,Doctorate,Single
Jennifer Smith,North Jeremy,110728,694,10658,22,85.0,True,39,High School,Divorced
Courtney Koch,Mcdanielville,135932,803,12112,7,95.0,True,55,Bachelor,Divorced
Tyler Campbell,New Matthewstad,100539,386,3840,38,60.0,True,51,Doctorate,Single
Jeffrey Rogers,Lake Ronald,131533,608,41944,18,65.0,True,28,Bachelor,Married
Brian Hendricks,Sarahland,93372,302,10741,9,45.0,False,47,High School,Married
James Griffith,Briggsville,90931,737,48625,17,65.0,True,49,Bachelor,Single
Frank Anderson,Gomezfort,87091,734,32541,26,70.0,True,40,Associate,Married
Mallory Taylor,South Robert,138230,809,36307,34,90.0,True,47,Bachelor,Married
Joshua Hall Jr.,Rosebury,125817,389,16413,23,55.0,False,42,Bachelor,Single
Xavier Smith,Rosarioville,107656,361,23894,23,55.0,False,34,High School,Married
Sharon Fuentes,Stevenside,65179,731,16892,13,65.0,True,28,High School,Single
Amy Taylor,South Jessica,72245,734,25358,3,55.0,False,51,Associate,Single
Mary Jones,North Dylan,141635,444,6176,15,60.0,True,44,Doctorate,Single
Keith Cervantes,Port Ian,62177,443,35566,19,35.0,False,41,Bachelor,Divorced
Nathan Wallace,West Danielton,138885,332,40595,11,50.0,False,27,High School,Married
Alexandra Wall,Spencerview,41359,813,21056,14,65.0,True,67,Bachelor,Single
Christopher Dudley,Spenceberg,66559,516,27240,39,35.0,False,42,High School,Married
James Carson,Port Heatherfort,145557,620,43775,25,65.0,True,44,Associate,Single
Carmen Pratt,Leeville,89087,406,6099,23,55.0,False,41,Associate,Widowed
Sarah Johnson,Franciscoville,61963,366,14887,38,45.0,False,23,Doctorate,Divorced
Theodore Lopez,Lake Sarah,128366,546,18640,5,50.0,False,57,Bachelor,Single
Krystal Elliott,Williamsmouth,90910,395,21224,0,35.0,False,51,High School,Married
Dr. Tina Porter,Karenstad,104691,432,47049,6,40.0,False,29,High School,Divorced
Steven Gordon,North Brenda,109997,691,32257,37,75.0,True,36,High School,Divorced
Amanda Martin,Millerland,117580,537,15132,9,50.0,False,45,Bachelor,Divorced
Candace Stuart,Sethberg,79674,647,20060,23,60.0,True,27,Bachelor,Single
Teresa Williams,Allenland,74092,456,38152,40,35.0,False,26,High School,Single
Anne Smith PhD,Amyland,33761,810,7167,29,75.0,True,63,Bachelor,Single
Timothy Martin,Barbarastad,94789,391,5661,11,55.0,False,43,High School,Divorced
Julia Andersen,Kathrynmouth,141536,443,9124,36,60.0,True,25,High School,Married
Jack Mitchell MD,South Michael,72600,621,25489,5,50.0,False,68,Associate,Single
Katie Baker,New Tiffanyton,53834,550,46858,35,35.0,False,65,Bachelor,Married
Samuel Roberts,New Reginald,93904,374,15617,24,50.0,False,33,Associate,Married
Maureen Bailey,Daymouth,57802,411,6624,11,45.0,False,31,High School,Married
Sylvia Nielsen,Gonzalezmouth,76507,366,21793,21,45.0,False,37,Bachelor,Married
Katelyn Park DDS,Shawnside,134573,459,31799,9,50.0,False,57,Bachelor,Single
Erica Johnson,Brownstad,63862,740,32025,13,70.0,True,46,High School,Single
Sean Cisneros,Nelsonburgh,74608,385,10288,4,35.0,False,55,High School,Widowed
Brad Russo,Savagehaven,66655,519,44885,16,35.0,False,56,Bachelor,Widowed
Anthony Jacobson,Petersonport,145385,468,14015,22,60.0,True,67,Associate,Married
Karen Nichols,Lake Samuel,108139,698,1650,35,85.0,True,53,Associate,Married
Linda Miller,West Elizabeth,121905,624,1929,9,70.0,True,42,Associate,Single
Taylor Porter,Danielchester,145357,569,35124,0,40.0,False,42,Bachelor,Single
Terri Mathews DDS,North Jefferyborough,66211,730,46642,34,60.0,True,39,High School,Widowed
Lindsay Robinson,East Teresa,102848,314,25265,23,55.0,False,55,Associate,Married
Steven Shaw,Lake Victormouth,31330,723,27895,22,50.0,False,36,Doctorate,Single
Joshua Mills,Danielburgh,97715,769,29074,23,80.0,True,64,High School,Married
Kurt Daniels,Mitchellchester,55042,590,47012,39,50.0,False,69,High School,Widowed
Susan Garcia,Port Maryland,41221,316,41387,26,25.0,False,36,Bachelor,Widowed
Paul Hanson,Lake Seanshire,61635,333,44759,18,35.0,False,46,Associate,Divorced
Christy Frank,Wilsonfort,124381,427,23977,29,55.0,False,33,High School,Married
Robert Padilla,Smithstad,83271,529,34263,18,40.0,False,69,Bachelor,Divorced
Matthew Parker,Nuneztown,94038,724,3141,0,65.0,True,23,Bachelor,Married
Richard Randall,Matthewshire,102768,740,16848,35,90.0,True,58,Bachelor,Married
Cheryl Newman,Port Sarahchester,129374,431,42698,24,50.0,False,34,Master,Divorced
Carrie Strong,South Jerry,61499,429,34046,7,30.0,False,53,Bachelor,Single
Rachel Cameron,Maryburgh,120519,630,14353,5,65.0,True,24,High School,Single
Jeffrey Fuller,North Christine,92402,380,38473,24,40.0,False,36,High School,Married
Nicholas Lucero,Jacobbury,114659,604,13702,34,70.0,True,43,Master,Single
Molly Roman,Townsendton,123302,581,6437,9,70.0,True,30,Associate,Single
Margaret Riley,North Stephenville,94332,409,10295,18,50.0,False,42,High School,Single
Christopher Jones,Robertaborough,88743,700,7597,31,80.0,True,67,Master,Married
Jennifer Tucker,East Gracefurt,133931,621,42520,28,65.0,True,55,Master,Widowed
Keith Obrien,North Theresastad,32260,795,41239,38,60.0,True,45,Bachelor,Married
Brooke Harmon,East Catherineside,42196,323,34947,32,25.0,False,59,High School,Married
Cindy Diaz,North Mark,68566,525,6468,8,45.0,False,30,Doctorate,Married
John Ashley,Jeanport,59045,778,49837,31,70.0,True,49,Bachelor,Widowed
Travis Nielsen,Geraldview,83005,702,7743,37,80.0,True,63,Associate,Married
Laurie Martin,Lake Tony,120673,756,28770,38,90.0,True,57,Bachelor,Divorced
Rose Dean,Pattersonshire,61890,661,25507,40,50.0,False,44,High School,Married
Joanna Preston,Brendaport,70135,843,24085,25,80.0,True,33,Associate,Married
Christopher Morris,West John,117026,520,44054,23,50.0,False,40,High School,Married
Richard Martinez,Haleymouth,106225,518,31498,36,50.0,False,66,Master,Married
Stephanie Hoffman,Campbellborough,78368,839,15251,6,85.0,True,58,High School,Married
Michelle Shah,New Patriciachester,92031,745,21826,20,85.0,True,61,High School,Married
Anthony Snyder,West Robertville,102544,763,12215,38,90.0,True,53,High School,Married
James Ray,Andrewshire,99588,304,31262,18,45.0,False,37,Associate,Married
Walter Johnson,West Deannaland,75056,781,7233,26,90.0,True,62,Master,Single
Denise Molina,Millermouth,85771,805,41129,3,70.0,True,67,Bachelor,Married
Michael Gibson,Port Nathanielville,127771,329,15681,3,45.0,False,43,Bachelor,Single
Brenda Holder,Perezland,102140,495,48455,23,45.0,False,37,Bachelor,Married
Amy Ware,North Brandonport,73357,376,18283,21,45.0,False,28,Bachelor,Single
Rebecca Gray,East Brandy,76112,422,9276,20,50.0,False,50,Bachelor,Widowed
Nicole Barron,Walshville,122124,834,35576,15,90.0,True,48,Bachelor,Married
Mary Bray,Kendrafort,89473,531,7016,16,55.0,False,56,Associate,Divorced
Michelle Gomez,Lake Deborah,65509,510,46545,4,25.0,False,58,Bachelor,Married
Johnny Lewis,South Lori,70189,492,32958,6,30.0,False,32,Bachelor,Married
Robert Gill,Kathleenport,62951,764,43945,9,65.0,True,24,Associate,Married
Ashley Anderson,Paulmouth,60217,825,14305,25,85.0,True,28,High School,Single
Donald Martin,Stephanieshire,45814,404,10652,29,35.0,False,46,High School,Single
Natasha Allen,Lopeztown,124540,787,44377,33,85.0,True,27,Associate,Widowed
Derek Mcintosh,West Ryanberg,55242,706,33911,27,60.0,True,52,Bachelor,Married
Amy Nelson,North Deborahchester,71359,498,20267,12,40.0,False,63,High School,Divorced
Kirk Moreno,Stoneville,45670,351,43358,15,25.0,False,32,High School,Married
Colleen Brown,New Josephland,127370,844,7621,17,100.0,True,34,Bachelor,Married
Manuel Baldwin,Longbury,100236,574,33451,13,50.0,False,68,Bachelor,Married
Dalton Walsh,Jessicaville,129901,489,33980,39,50.0,False,41,High School,Single
Eric Knox,East Leslie,120461,371,11921,11,60.0,True,58,Bachelor,Married
Jesse Rivers,Pattersontown,54267,481,18290,4,30.0,False,25,Associate,Married
Philip Smith,Tarashire,55105,301,33001,15,35.0,False,40,Master,Married
Andrew Smith,Maryhaven,58361,815,11964,9,80.0,True,52,High School,Single
Ariel Lara,Shaunstad,126810,563,44477,31,50.0,False,32,Bachelor,Widowed
Jimmy Carey,Jenniferhaven,93464,795,8389,17,90.0,True,52,Master,Married
Monica Smith,Chaseberg,66241,665,33625,1,35.0,False,47,Bachelor,Divorced
Patrick Mcpherson,Jamieland,124972,498,25758,40,55.0,False,38,High School,Married
Donald Sims,Archerhaven,107278,479,18387,22,55.0,False,33,Associate,Married
Jeanne Butler,Kyleton,129641,832,46995,21,90.0,True,33,Bachelor,Single
Barbara Pope,Keithtown,98765,810,45926,9,75.0,True,51,Associate,Divorced
Chris Levy,West Tommy,108222,366,20315,0,40.0,False,58,High School,Married
Daniel Petersen,North Tracytown,67093,740,24085,0,60.0,True,64,High School,Married
Chad Koch,North Jennifer,43176,446,49041,12,25.0,False,56,Bachelor,Married
Thomas Carter,South Sarahbury,139134,695,28693,25,80.0,True,36,Bachelor,Divorced
Annette Green,Carlaburgh,55443,746,45493,20,70.0,True,55,Bachelor,Married
Brenda Saunders,Derekside,68829,504,20730,19,40.0,False,52,Bachelor,Single
Keith Fuller,South Kimberly,59816,747,7294,8,75.0,True,41,High School,Divorced
Melissa Gordon,Taylorchester,77301,777,28558,26,80.0,True,67,High School,Married
Thomas Johnson,Davisberg,53519,609,16902,37,55.0,False,55,Master,Married
Bethany Daniels,Brianfurt,69618,428,27407,0,25.0,False,61,High School,Divorced
Phillip Holmes,North Brianville,31854,641,39950,6,35.0,False,50,High School,Widowed
Krystal Vaughn,North Joyhaven,122801,354,46978,13,50.0,False,35,Master,Single
Kristina Coffey,East Patty,100010,458,20719,40,55.0,False,49,High School,Married
William Smith,Hansonborough,46591,417,5400,0,20.0,False,34,Doctorate,Married
Spencer Meyer,East Dale,65954,325,34148,28,35.0,False,60,Associate,Divorced
Timothy Evans,Mcgrathbury,35965,566,41157,28,25.0,False,26,High School,Married
Lisa Reynolds,East Donaldbury,37146,474,34522,34,25.0,False,57,Associate,Single
John Roberts,New Trevorview,102529,700,26285,6,70.0,True,51,Master,Single
Robert Hernandez,Stephenshire,68290,698,1722,37,75.0,True,66,Bachelor,Married
Matthew Barry,Williamsstad,121411,442,31664,29,50.0,False,48,High School,Single
William Howard,West Rachel,46551,837,26599,32,65.0,True,58,Bachelor,Married
Matthew Bell,Stephenberg,113606,585,44151,19,65.0,True,28,Master,Married
Andrea Franco,Bennettfort,143830,484,38751,32,50.0,False,28,Bachelor,Divorced
Kelly Anderson,Briannashire,128669,656,39305,39,65.0,True,44,Master,Single
Andrea Johnson,East Colin,94340,408,33730,30,45.0,False,63,Bachelor,Married
David Ingram,North Rachel,43446,478,48720,24,25.0,False,24,High School,Married
Jennifer Brown,Dannyland,144389,752,25531,38,90.0,True,61,Bachelor,Married
Alyssa Thompson,Lake Shannonberg,31607,504,13826,16,25.0,False,24,Associate,Divorced
Michael Perez DDS,Cervantesborough,105243,388,39149,1,35.0,False,66,High School,Married
Mary Harris,North Michael,67268,717,38243,34,60.0,True,39,Master,Single
Gina Fleming,Leeborough,91524,785,33823,22,80.0,True,41,Associate,Divorced
Steven Castaneda,South Ronaldfurt,92746,372,38299,5,35.0,False,66,Bachelor,Widowed
Joseph Garcia,Hallside,87733,638,2477,14,70.0,True,36,High School,Widowed
Donna Clayton,Warnerland,74657,461,19878,4,30.0,False,50,Bachelor,Married
Dana Holmes,Reginaldton,54164,413,39192,30,35.0,False,68,Bachelor,Married
Victoria Delgado,West Robertborough,36734,642,4892,8,45.0,False,34,Bachelor,Divorced
Robert Rivera,East Trevorshire,63092,336,23665,4,30.0,False,48,Bachelor,Married
Linda Salazar,New Timothyberg,142947,577,48404,2,40.0,False,45,Master,Married
Jonathan Perez,Ryanport,92616,533,2405,3,45.0,False,32,High School,Married
Richard Gonzalez,Flemingtown,44953,793,4417,24,75.0,True,47,High School,Divorced
Melissa Jordan,Dunnville,137756,748,8732,39,95.0,True,58,High School,Single
Mrs. Cheryl Kim,East Jesseshire,38564,310,15884,26,25.0,False,34,Master,Single
Stacy Mcguire,Port Alexisbury,82521,358,6020,3,45.0,False,51,High School,Married
Christopher Williams,Carriebury,94454,599,9501,38,65.0,True,34,Associate,Divorced
Matthew Douglas,West Shawnaborough,39710,806,47219,22,65.0,True,54,Associate,Divorced
Shannon Wallace,Shellyside,105631,599,43837,15,60.0,True,65,High School,Married
Debra Wolfe,North Michaelchester,112502,797,19335,5,85.0,True,60,Bachelor,Widowed
Chad Daugherty,West Judy,119974,515,9044,23,60.0,True,52,Bachelor,Married
Rachel Johnson,Lake Scott,37026,764,8486,1,55.0,False,32,Master,Single
Mr. Donald Cruz PhD,North Joshuafurt,49887,807,2235,24,80.0,True,66,High School,Single
Andrew Harris,Lake Ryan,49555,353,44280,19,25.0,False,25,High School,Married
Phillip Pineda,Sandraview,136318,521,2792,21,60.0,True,35,Master,Married
Lisa Glenn,Port Danielfurt,103772,594,36046,29,65.0,True,65,High School,Married
Nathan Mack,Franciscofurt,69824,778,49865,15,70.0,True,54,High School,Married
Adrian Marsh,Christopherbury,41164,602,23120,36,40.0,False,65,High School,Divorced
Luis Ward,Kimberlytown,62530,427,21112,36,40.0,False,63,High School,Divorced
Sara Abbott,Fordmouth,45525,309,31568,2,15.0,False,36,Associate,Divorced
Karen Richard,South Brian,103147,381,19117,39,55.0,False,41,Bachelor,Married
Tiffany Alexander,Katieview,130197,565,33435,8,45.0,False,39,Bachelor,Married
Christopher Pitts,East Dannyton,84548,488,45855,32,40.0,False,44,Bachelor,Single
Lauren Williams,North Stephanie,109471,565,17871,1,40.0,False,41,Bachelor,Divorced
Shannon Gomez,New Jimmyville,108135,379,34222,28,50.0,False,47,Bachelor,Single
Billy Harris,Mariachester,133643,373,43066,27,50.0,False,64,Doctorate,Divorced
Briana Nguyen,Matthewchester,111057,683,31846,18,75.0,True,57,Bachelor,Married
Caitlin Williams,New Anthony,59581,516,21519,32,40.0,False,41,Bachelor,Married
Natalie Logan,Shelbyfurt,131671,333,44061,9,45.0,False,43,Doctorate,Married
Zachary Miller,East Arianashire,98494,728,36321,7,65.0,True,39,Associate,Married
Kelsey Williams,Hopkinshaven,79856,751,21770,17,80.0,True,63,Associate,Single
Kenneth Bartlett,Johnstad,89049,536,30872,20,45.0,False,70,High School,Single
Shirley Cox,Annland,149079,670,43816,30,75.0,True,60,Bachelor,Married
Joann Barnes,New John,88028,717,45178,37,65.0,True,30,Bachelor,Married
Lisa Flynn,Leeland,68974,718,28592,32,60.0,True,40,Associate,Married
Ms. Mackenzie Barton,South Alexis,142743,423,28435,16,55.0,False,46,Bachelor,Married
Michelle Harrison,East Mollychester,107139,324,46222,10,45.0,False,58,Master,Married
Brandi Camacho DVM,Gomezfurt,86207,547,47660,18,40.0,False,67,High School,Married
Steven Villanueva,Lake Brandonstad,70026,759,27796,40,75.0,True,52,Master,Married
Ruben Roberts,Gravesburgh,104531,821,6491,9,95.0,True,54,Associate,Single
Linda Wood,Graymouth,111399,480,34336,37,50.0,False,64,Master,Single
Raymond Hall,Petersonshire,37894,830,35419,37,65.0,True,28,Bachelor,Married
Tanya Mitchell,Floresburgh,109905,446,3748,13,60.0,True,68,Master,Married
Donald Hobbs,Coryport,127004,469,8769,18,60.0,True,33,Master,Divorced
Jeffrey Mcclure,Sheilaview,43006,408,16183,17,30.0,False,63,High School,Married
Daniel Roberson,North Carmen,129973,340,36378,34,50.0,False,69,Master,Married
Adriana Wall,West Jamesshire,57235,736,48978,28,60.0,True,43,Associate,Married
Sandra Phillips,Lake Jasmineville,111987,755,29328,31,85.0,True,51,Master,Married
Sean Kaiser,West Lindabury,57659,376,22437,10,40.0,False,62,Bachelor,Divorced
Desiree Mccoy,Lake Haileyton,64687,743,7582,33,80.0,True,26,Bachelor,Single
Ryan Guerrero,Lake Courtneybury,116563,440,39426,24,50.0,False,29,Master,Married
Connie Gonzalez,Hernandezburgh,40641,808,19520,8,60.0,True,41,Bachelor,Divorced
Shawn Tapia,North Ryan,50585,802,37551,39,75.0,True,31,High School,Single
Christopher Barnes,Christinashire,61439,540,42793,22,35.0,False,48,Doctorate,Divorced
Mr. Christopher Evans,West Elizabeth,52782,801,42289,25,75.0,True,51,High School,Divorced
Kimberly Phillips,North Sydney,102350,594,28498,28,65.0,True,33,Bachelor,Married
Matthew Wilson,Huberville,39838,655,46676,25,40.0,False,62,Doctorate,Married
Patricia Webb,Burkebury,50517,329,20066,17,40.0,False,25,High School,Single
Stacy Patton,New Kelseyview,30350,625,27950,25,40.0,False,70,Bachelor,Married
Jessica Green,West Toddbury,83545,647,42698,2,45.0,False,32,Bachelor,Married
Jason Armstrong,New Jamie,89048,412,41193,39,40.0,False,27,High School,Married
Larry Smith,Port Nicholasmouth,120357,661,37234,4,55.0,False,49,Bachelor,Widowed
Kelly Cox,East Mary,107832,705,48043,14,70.0,True,46,High School,Married
Christopher Brooks,Lewisbury,91592,313,3364,1,40.0,False,68,Associate,Single
Kelsey Mason,Williamsport,68175,608,2588,14,65.0,True,42,Bachelor,Married
Melissa Johnson,Port Kristenfurt,34278,434,49531,17,25.0,False,23,Bachelor,Married
Angela Wagner,Smithside,60340,455,7262,37,45.0,False,37,High School,Divorced
Cheyenne Obrien,Kristenchester,67762,824,49724,1,60.0,True,41,High School,Married
Jimmy Garcia,Bennettchester,122662,395,15565,26,55.0,False,59,Associate,Single
Karen Velez,South Andre,67056,808,48681,25,75.0,True,24,Associate,Single
Pamela Klein,Walkertown,122141,706,16211,28,80.0,True,68,Bachelor,Married
Justin Day,Douglasland,142670,397,37758,10,50.0,False,49,Master,Widowed
Tom Watkins,East Richardfort,89510,835,48384,36,80.0,True,43,Doctorate,Married
Amy Snyder,Collinsmouth,39329,454,3392,20,40.0,False,70,High School,Divorced
Linda Savage,Hannahside,120096,800,36755,31,90.0,True,47,High School,Single
Matthew Morris,Robertsonland,60595,407,28898,4,25.0,False,30,High School,Single
Peter Martin,East Jamesville,64675,339,28799,31,35.0,False,54,High School,Married
Robert Freeman,Rossport,133262,420,29539,18,55.0,False,63,Bachelor,Married
Shirley Nelson,Christinastad,133710,469,10274,18,60.0,True,62,Associate,Married
Christine Mendez,Aprilview,111927,783,31335,13,85.0,True,25,Bachelor,Single
Tammy Cortez,East Alice,107304,785,1643,20,95.0,True,28,Bachelor,Single
Chris Jones,West Jacquelineborough,116662,396,36240,29,50.0,False,66,High School,Married
Antonio Harrison,North Michael,135369,531,23607,40,55.0,False,29,Bachelor,Married
Corey Mitchell,Silvaport,55928,676,41927,25,60.0,True,31,High School,Married
Kristina May,North Brittany,85723,405,48884,13,40.0,False,22,Associate,Married
Dennis Garcia,Riverashire,45043,583,49317,39,40.0,False,64,Bachelor,Married
Kara Jackson,East Christopher,101376,450,10393,10,55.0,False,66,High School,Divorced
Aaron Miller,East Williammouth,59466,735,44571,30,60.0,True,28,Bachelor,Married
Jonathan Wilson,Bennettfurt,114886,785,24264,19,90.0,True,40,High School,Single
Emily Miller,East Sonia,49528,584,47618,9,35.0,False,34,Bachelor,Married
Kristina Henry,Ginaside,149067,745,43735,22,85.0,True,55,Doctorate,Married
Sean Wyatt,Jessicaborough,64816,495,26064,23,35.0,False,48,Associate,Single
Joseph Smith,Markstad,138348,559,33951,0,40.0,False,53,Master,Married
Amanda Hill,Sandersview,48643,580,41977,3,30.0,False,52,Associate,Single
Samantha Roy,Osbornmouth,39359,802,12388,30,70.0,True,64,High School,Single
Maria Gardner,North Mikeberg,37816,481,9627,5,25.0,False,58,Bachelor,Single
Ryan Brown,West Connorside,51747,584,13725,39,55.0,False,27,Bachelor,Single
Faith Powers,Rachaelburgh,133891,675,34838,0,60.0,True,68,High School,Single
Jennifer Monroe,North Jameshaven,70319,451,48772,17,35.0,False,36,Bachelor,Widowed
Jeremy Hill,Lake William,107993,477,42635,0,35.0,False,38,Bachelor,Single
Justin Wilson,Carrollland,128167,774,6777,7,90.0,True,33,Master,Divorced
Catherine Miller,Brittanytown,138034,473,1684,13,60.0,True,45,Master,Married
Julia Wiley,West Mary,104607,495,49982,8,40.0,False,69,High School,Divorced
James Mitchell,Donaldmouth,67828,723,15808,12,70.0,True,24,High School,Single
Curtis Krause,Heidiview,87560,394,33105,22,45.0,False,63,High School,Married
Hannah May,Gallegosburgh,46299,337,39353,24,25.0,False,50,Doctorate,Single
Keith Chaney,Reedport,91433,512,23425,32,45.0,False,68,High School,Divorced
Natalie Adams,West Jeffery,120266,567,3060,7,55.0,False,33,High School,Married
Lynn Alvarez,Willisstad,69857,686,44142,37,60.0,True,51,Associate,Married
Erica Garcia,Mistytown,121715,462,28617,30,55.0,False,52,Bachelor,Married
Elizabeth Owens,Port Andrew,82757,767,39900,36,75.0,True,32,High School,Married
Monica Wells,West Jennifer,65683,645,32624,25,50.0,False,25,Doctorate,Divorced
Wesley Rich,South Ronaldview,95597,710,39867,1,50.0,False,28,Bachelor,Married
Christopher Turner,New Karen,100776,433,44477,21,45.0,False,58,Bachelor,Single
Amy Davis,Port Michael,94722,705,11835,29,75.0,True,46,Bachelor,Married
Charles Andrade,Kyleburgh,87377,541,14324,27,50.0,False,65,Master,Married
David Cohen,Adamburgh,40543,652,7547,30,50.0,False,30,Bachelor,Married
Jennifer Lewis,Barnettmouth,108385,548,7279,24,60.0,True,48,Bachelor,Single
Phillip Anderson,Rachaelchester,35224,703,36003,4,40.0,False,63,Associate,Married
Michael Cordova,East Nicoleburgh,146578,540,25191,23,55.0,False,65,Bachelor,Married
Rodney Bishop,Melendezbury,86626,441,33764,12,45.0,False,68,Bachelor,Widowed
Eric Davis,Valdezchester,126276,454,19675,19,55.0,False,64,Master,Married
Roberto Johnson,Whitefurt,72247,829,7975,29,85.0,True,66,Bachelor,Single
Hannah Oconnor,Laratown,109129,464,21907,8,50.0,False,64,Bachelor,Married
Janet Gibson,Valdezfurt,62816,732,4572,19,75.0,True,64,Bachelor,Married
Patrick Wilson,Shawfort,33390,643,36063,23,40.0,False,57,Master,Married
Christopher Coleman,Bergland,41970,453,1455,21,40.0,False,22,Bachelor,Single
Michelle Scott,Grahammouth,60005,588,3611,7,60.0,True,52,Master,Divorced
Julia Williams,Johnnymouth,118381,603,2542,34,75.0,True,26,Bachelor,Married
Edward Butler,Nguyenton,139570,414,24412,2,45.0,False,43,Doctorate,Single
Jennifer Thompson,East Jessicafort,142789,741,19002,22,90.0,True,36,Bachelor,Married
Melissa Sanchez,Williamsmouth,105392,681,3509,9,80.0,True,37,High School,Married
Misty Burnett,South Williamland,106955,645,42729,19,65.0,True,58,Bachelor,Divorced
Alex Clements,Jenniferland,32719,743,8630,12,65.0,True,50,Associate,Widowed
Whitney Gilbert,Lake Lauren,130238,683,38574,30,75.0,True,69,Bachelor,Single
Timothy Hill,West Walter,118117,346,40624,25,50.0,False,48,High School,Married
Megan Nelson,Clarkchester,137665,432,19007,17,55.0,False,27,Bachelor,Widowed
Richard Reid,East Jeffreymouth,65325,526,5176,39,50.0,False,62,Associate,Married
Michael Wilcox,Waltersmouth,105529,698,32169,35,75.0,True,35,Bachelor,Married
Gilbert Reed,Hernandezfort,35273,515,35880,10,25.0,False,43,Associate,Single
Dawn Johnson,Lake Tommystad,130022,385,14602,33,55.0,False,36,Master,Married
Edgar Stewart,Johnsonshire,129125,470,41911,22,50.0,False,61,Bachelor,Married
Jennifer Hubbard,Angelafort,52962,540,25594,34,35.0,False,45,Bachelor,Single
Lawrence Atkinson,South Jefferyville,91669,596,12706,10,65.0,True,70,Bachelor,Single
Victoria Werner,Bellborough,98021,728,40272,17,65.0,True,44,Master,Widowed
Jack Garcia,Wayneside,115394,701,15752,25,80.0,True,40,Bachelor,Married
John Mckenzie MD,South Keith,87963,845,22892,29,85.0,True,28,High School,Single
Melinda Garcia,Mccannchester,66458,493,42708,1,20.0,False,30,Master,Married
Brenda Harvey,New Ashleychester,53788,323,22300,39,35.0,False,48,High School,Married
Keith Kennedy,West Andrewfurt,106720,823,13650,10,95.0,True,34,High School,Divorced
Nathan Allen,Gilesborough,87132,630,9693,18,65.0,True,35,Bachelor,Married
Andre Lane,Sanchezmouth,113202,547,12591,29,55.0,False,67,Associate,Married
Ashley Munoz,Monicaburgh,136724,550,31291,4,45.0,False,24,Master,Divorced
Andrew Rhodes,Atkinsland,94451,727,18041,34,75.0,True,59,High School,Divorced
Ricardo Holland,South Timothyton,41959,599,27109,2,30.0,False,51,Bachelor,Widowed
Mitchell Hunt,Pattersonville,91605,406,10567,16,50.0,False,30,Doctorate,Single
